"ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
2881,497.9530,13.2000,511.1530,0.157907,0.146528,0.157907,0.355681,0.00942857,0.355681,48.6371,1.2893,49.9264,1.3105,0.0322361,1.34274,37.1133,39.9955,0.157907,0.146528,0.157907
2883,0.0000,701.8190,701.8190,0.212541,0.243202,0.243202,0.0000,0.501299,0.501299,0.0000,99.4435,99.4435,0.0000,2.84473,2.84473,40.0000,34.9571,0.212541,0.243202,0.243202
2885,271.2928,1162.0210,1433.3138,0.14573,0.192808,0.192808,0.193781,0.830015,0.830015,25.6874,110.0260,135.7133,0.658925,3.73412,4.39304,38.9837,29.4651,0.14573,0.192808,0.192808
2887,1072.0210,127.2000,1199.2210,0.185949,0.142975,0.185949,0.765729,0.0908571,0.765729,101.5043,12.0439,113.5482,3.32236,0.303106,3.62546,30.5519,39.7350,0.185949,0.142975,0.185949
2889,271.2928,1162.0210,1433.3138,0.145865,0.192987,0.192987,0.193781,0.830015,0.830015,25.7112,110.1282,135.8394,0.659538,3.73759,4.39712,38.9837,29.4651,0.145865,0.192987,0.192987
2891,1162.0210,271.2928,1433.3138,0.192079,0.145179,0.192079,0.830015,0.193781,0.830015,109.6100,25.5902,135.2002,3.72,0.656434,4.37643,29.4651,38.9837,0.192079,0.145179,0.192079
2893,715.0624,665.5905,1380.6529,0.162459,0.159905,0.162459,0.510759,0.475422,0.510759,67.3911,62.7286,130.1196,1.93614,1.77386,3.71,34.8069,35.3628,0.162459,0.159905,0.162459
2895,1162.0210,271.2928,1433.3138,0.192258,0.145314,0.192258,0.830015,0.193781,0.830015,109.7122,25.6141,135.3263,3.72347,0.657046,4.38051,29.4651,38.9837,0.192258,0.145314,0.192258
2897,262.8000,2089.0816,2351.8816,0.152168,0.301135,0.301135,0.187714,1.4922,1.4922,26.0193,206.8358,232.8551,0.666497,10.4849,11.1514,39.0389,19.7269,0.152168,0.301135,0.301135
2899,108.0000,989.8816,1097.8816,0.142593,0.179901,0.179901,0.0771429,0.707058,0.707058,10.2159,93.6349,103.8508,0.256667,2.96802,3.22468,39.8023,31.5480,0.142593,0.179901,0.179901
2901,0.0000,701.8190,701.8190,0.212271,0.242893,0.242893,0.0000,0.501299,0.501299,0.0000,99.3172,99.3172,0.0000,2.84112,2.84112,40.0000,34.9571,0.212271,0.242893,0.242893
2903,211.2000,918.0495,1129.2495,0.144121,0.174931,0.174931,0.150857,0.65575,0.65575,19.9607,86.7658,106.7265,0.507307,2.67659,3.18389,39.3464,32.4166,0.144121,0.174931,0.174931
2905,918.0495,211.2000,1129.2495,0.174931,0.144121,0.174931,0.65575,0.150857,0.65575,86.7658,19.9607,106.7265,2.67659,0.507307,3.18389,32.4166,39.3464,0.174931,0.144121,0.174931
2907,208.8000,916.8495,1125.6495,0.144208,0.175016,0.175016,0.149143,0.654893,0.654893,19.7523,86.7330,106.4853,0.501842,2.67438,3.17623,39.3595,32.4310,0.144208,0.175016,0.175016
2909,7.2,19.2000,26.4000,0.14164,0.141666,0.141666,0.00514286,0.0137143,0.0137143,0.679846,1.81292,2.49277,0.0169968,0.0453331,0.0623299,39.9985,39.9911,0.14164,0.141666,0.141666
2911,934.8495,223.2000,1158.0495,0.176031,0.144368,0.176031,0.66775,0.159429,0.66775,88.3536,21.0949,109.4484,2.74271,0.537048,3.27976,32.2139,39.2793,0.176031,0.144368,0.176031
2913,845.4000,236.4000,1081.8000,0.751806,0.638362,0.751806,0.603857,0.168857,0.603857,352.6062,98.5996,451.2058,10.5929,2.51515,13.1081,33.2869,39.2023,0.751806,0.638362,0.751806
2915,10.2000,294.0000,304.2000,0.129216,0.1331,0.1331,0.00728571,0.21,0.21,0.878608,25.3246,26.2032,0.0219668,0.652189,0.674155,39.9972,38.8301,0.129216,0.1331,0.1331
2917,0.0000,0.0000,0.0000,0.161331,0.161331,0.161331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.161331,0.161331,0.161331
2919,0.0000,0.0000,0.0000,0.0846435,0.0846435,0.0846435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0846435,0.0846435,0.0846435
2921,0.0000,0.0000,0.0000,0.267624,0.267624,0.267624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.267624,0.267624,0.267624
2923,0.0000,0.0000,0.0000,0.643446,0.643446,0.643446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.643446,0.643446,0.643446
2925,0.0000,0.0000,0.0000,0.392205,0.392205,0.392205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.392205,0.392205,0.392205
2927,745.8741,542.5077,1288.3818,0.0810802,0.0761767,0.0810802,0.532767,0.387505,0.532767,34.7272,25.2586,59.9858,1.00793,0.688774,1.6967,34.4540,36.6718,0.0810802,0.0761767,0.0810802
2929,542.5077,745.8741,1288.3818,0.154803,0.164767,0.164767,0.387505,0.532767,0.532767,51.3294,70.5709,121.9002,1.39969,2.04826,3.44796,36.6718,34.4540,0.154803,0.164767,0.164767
2931,0.0000,701.8190,701.8190,0.217221,0.248557,0.248557,0.0000,0.501299,0.501299,0.0000,101.6332,101.6332,0.0000,2.90737,2.90737,40.0000,34.9571,0.217221,0.248557,0.248557
2933,0.0000,701.8190,701.8190,0.267161,0.305701,0.305701,0.0000,0.501299,0.501299,0.0000,124.9989,124.9989,0.0000,3.57578,3.57578,40.0000,34.9571,0.267161,0.305701,0.305701
2935,49.8000,136.2000,186.0000,0.146103,0.147023,0.147023,0.0355714,0.0972857,0.0972857,4.84464,13.2498,18.0945,0.121265,0.333743,0.455009,39.9507,39.7006,0.146103,0.147023,0.147023
2937,29.4000,49.8000,79.2000,0.137763,0.137867,0.137867,0.021,0.0355714,0.0355714,2.69886,4.57154,7.2704,0.0675037,0.114429,0.181933,39.9809,39.9507,0.137763,0.137867,0.137867
2939,0.0000,749.4611,749.4611,0.0298035,0.0346425,0.0346425,0.0000,0.535329,0.535329,0.0000,14.8910,14.8910,0.0000,0.43272,0.43272,40.0000,34.4126,0.0298035,0.0346425,0.0346425
2941,749.4611,,749.4611,0.092094,,0.092094,0.535329,,0.535329,39.5865,,39.5865,1.15035,,1.15035,34.4126,,0.092094,,0.092094
2942,1585.3600,438.0241,2023.3841,0.337685,0.220582,0.337685,1.1324,0.312874,1.1324,219.5755,60.6672,280.2427,8.92255,1.61034,10.5329,24.6091,37.6737,0.337685,0.220582,0.337685
2944,738.6031,,738.6031,0.090402,,0.090402,0.527574,,0.527574,38.4354,,38.4354,1.11285,,1.11285,34.5377,,0.090402,,0.090402
2945,738.6031,,738.6031,0.090402,,0.090402,0.527574,,0.527574,38.4354,,38.4354,1.11285,,1.11285,34.5377,,0.090402,,0.090402
2946,359.0445,,359.0445,0.163541,,0.163541,0.25646,,0.25646,37.5255,,37.5255,0.97864,,0.97864,38.3446,,0.163541,,0.163541
2947,206.5769,,206.5769,0.159738,,0.159738,0.147555,,0.147555,21.6532,,21.6532,0.54997,,0.54997,39.3716,,0.159738,,0.159738
2948,1653.7397,12.6000,1666.3397,0.342774,0.204686,0.342774,1.18124,0.009,1.18124,225.6412,1.71918,227.3604,9.44764,0.042984,9.49063,23.8833,39.9958,0.342774,0.204686,0.342774
2950,47.1900,,47.1900,0.157319,,0.157319,0.0337071,,0.0337071,4.94372,,4.94372,0.123731,,0.123731,39.9553,,0.157319,,0.157319
2951,351.9027,,351.9027,0.22903,,0.22903,0.251359,,0.251359,51.5830,,51.5830,1.34327,,1.34327,38.4010,,0.22903,,0.22903
2952,475.8071,,475.8071,0.16781,,0.16781,0.339862,,0.339862,49.6705,,49.6705,1.33075,,1.33075,37.3250,,0.16781,,0.16781
2953,380.1790,,380.1790,0.0823315,,0.0823315,0.271556,,0.271556,19.9142,,19.9142,0.521678,,0.521678,38.1733,,0.0823315,,0.0823315
2954,303.5347,,303.5347,0.226867,,0.226867,0.21681,,0.21681,44.4885,,44.4885,1.1477,,1.1477,38.7631,,0.226867,,0.226867
2955,138.6935,,138.6935,0.161952,,0.161952,0.0990668,,0.0990668,14.8587,,14.8587,0.374361,,0.374361,39.6907,,0.161952,,0.161952
2956,171.4166,,171.4166,0.1501,,0.1501,0.12244,,0.12244,16.9596,,16.9596,0.428828,,0.428828,39.5488,,0.1501,,0.1501
2957,58.8000,,58.8000,0.0158769,,0.0158769,0.042,,0.042,0.62134,,0.62134,0.0155593,,0.0155593,39.9336,,0.0158769,,0.0158769
2958,10665.5420,,10665.5420,0.204128,,0.204128,1.61599,,1.61599,1493.7731,,1493.7731,36.2855,,36.2855,41.1672,,0.204128,,0.204128
2959,55.2000,,55.2000,0.0381926,,0.0381926,0.0394286,,0.0394286,1.4034,,1.4034,0.0351372,,0.0351372,39.9407,,0.0381926,,0.0381926
2960,2224.8252,,2224.8252,0.283606,,0.283606,0.337095,,0.337095,884.0321,,884.0321,10.5162,,10.5162,84.0635,,0.283606,,0.283606
2961,0.0000,0.0000,0.0000,0.178686,0.178686,0.178686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.178686,0.178686,0.178686
2963,76.8000,,76.8000,0.407091,,0.407091,0.0548571,,0.0548571,20.7871,,20.7871,0.521076,,0.521076,39.8927,,0.407091,,0.407091
2964,111.6000,,111.6000,0.110428,,0.110428,0.0797143,,0.0797143,8.1728,,8.1728,0.205397,,0.205397,39.7903,,0.110428,,0.110428
2965,0.0000,701.8190,701.8190,0.26698,0.305495,0.305495,0.0000,0.501299,0.501299,0.0000,124.9146,124.9146,0.0000,3.57337,3.57337,40.0000,34.9571,0.26698,0.305495,0.305495
2967,0.0000,701.8190,701.8190,0.266531,0.30498,0.30498,0.0000,0.501299,0.501299,0.0000,124.7041,124.7041,0.0000,3.56735,3.56735,40.0000,34.9571,0.266531,0.30498,0.30498
2969,113.2556,1382.7095,1495.9651,0.148192,0.219462,0.219462,0.0808968,0.98765,0.98765,11.1288,135.8692,146.9980,0.279726,5.05753,5.33725,39.7847,26.8648,0.148192,0.219462,0.219462
2971,1382.7095,113.2556,1495.9651,0.228145,0.154056,0.228145,0.98765,0.0808968,0.98765,141.2452,11.5692,152.8143,5.25764,0.290794,5.54843,26.8648,39.7847,0.228145,0.154056,0.228145
2973,0.0000,701.8190,701.8190,0.267565,0.306164,0.306164,0.0000,0.501299,0.501299,0.0000,125.1884,125.1884,0.0000,3.5812,3.5812,40.0000,34.9571,0.267565,0.306164,0.306164
2975,0.0000,0.0000,0.0000,0.022668,0.022668,0.022668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.022668,0.022668,0.022668
2977,0.0000,0.0000,0.0000,0.0658725,0.0658725,0.0658725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0658725,0.0658725,0.0658725
2979,1688.4196,,1688.4196,0.101836,,0.101836,0.255821,,0.255821,247.2842,,247.2842,2.86569,,2.86569,86.2913,,0.101836,,0.101836
2980,306.0000,,306.0000,0.226945,,0.226945,0.218571,,0.218571,44.8449,,44.8449,1.15742,,1.15742,38.7455,,0.226945,,0.226945
2981,112.8000,1367.8221,1480.6221,0.0379412,0.0558343,0.0558343,0.0805714,0.977016,0.977016,2.83794,34.4130,37.2510,0.0713295,1.27286,1.34419,39.7863,27.0361,0.0379412,0.0558343,0.0558343
2983,71.4000,117.4654,188.8654,0.0727772,0.0730255,0.0730255,0.051,0.0839038,0.0839038,3.45605,5.68579,9.14184,0.0866049,0.142966,0.229571,39.9059,39.7702,0.0727772,0.0730255,0.0730255
2984,306.0000,1427.0555,1733.0555,0.0293949,0.0432085,0.0432085,0.218571,1.01933,1.01933,5.80849,27.0884,32.8969,0.149914,1.02768,1.1776,38.7455,26.3587,0.0293949,0.0432085,0.0432085
2986,1427.0555,306.0000,1733.0555,0.215201,0.146401,0.215201,1.01933,0.218571,1.01933,134.9138,28.9292,163.8431,5.11838,0.746647,5.86503,26.3587,38.7455,0.215201,0.146401,0.215201
2988,230.4000,,230.4000,0.202093,,0.202093,0.0576,,0.0576,46.4258,,46.4258,0.776035,,0.776035,59.8244,,0.202093,,0.202093
2989,1296.9383,,1296.9383,0.144144,,0.144144,0.926384,,0.926384,86.8080,,86.8080,3.11577,,3.11577,27.8608,,0.144144,,0.144144
2990,601.8110,,601.8110,0.126711,,0.126711,0.429865,,0.429865,45.8249,,45.8249,1.27094,,1.27094,36.0559,,0.126711,,0.126711
2991,2563.8589,451.0361,3014.8951,1.03469,0.443341,1.03469,1.83133,0.322169,1.83133,711.4657,125.1616,836.6274,44.2133,3.33271,47.5461,16.0917,37.5555,1.03469,0.443341,1.03469
2992,696.6242,2383.9915,3080.6158,0.430987,0.869045,0.869045,0.497589,1.70285,1.70285,175.2163,599.6263,774.8427,5.00393,34.5299,39.5339,35.0157,17.3654,0.430987,0.869045,0.869045
2994,2085.0063,,2085.0063,0.586748,,0.586748,1.48929,,1.48929,402.9400,,402.9400,20.3895,,20.3895,19.7621,,0.586748,,0.586748
2995,84.0000,73.2000,157.2000,0.0176987,0.0176865,0.0176987,0.06,0.0522857,0.06,0.988008,0.860978,1.84899,0.0247782,0.0215775,0.0463558,39.8740,39.9016,0.0176987,0.0176865,0.0176987
2997,674.9005,,674.9005,0.0986277,,0.0986277,0.482072,,0.482072,39.1166,,39.1166,1.1094,,1.1094,35.2593,,0.0986277,,0.0986277
2998,674.9005,,674.9005,0.111531,,0.111531,0.482072,,0.482072,44.2343,,44.2343,1.25454,,1.25454,35.2593,,0.111531,,0.111531
2999,514.4720,,514.4720,0.116292,,0.116292,0.36748,,0.36748,36.8465,,36.8465,0.997147,,0.997147,36.9519,,0.116292,,0.116292
3000,0.0000,0.0000,0.0000,0.377634,0.377634,0.377634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.377634,0.377634,0.377634
3002,3606.8980,,3606.8980,0.101212,,0.101212,0.901724,,0.901724,257.9834,,257.9834,6.08433,,6.08433,42.4013,,0.101212,,0.101212
3003,22.2000,712.7785,734.9785,0.15003,0.172235,0.172235,0.0158571,0.509128,0.509128,2.2198,71.2714,73.4912,0.055511,2.0461,2.10161,39.9885,34.8329,0.15003,0.172235,0.172235
3005,712.7785,22.2000,734.9785,0.234437,0.204212,0.234437,0.509128,0.0158571,0.509128,97.0106,3.02146,100.0321,2.78503,0.0755584,2.86059,34.8329,39.9885,0.234437,0.204212,0.234437
3007,0.0000,14.4000,14.4000,0.239558,0.239589,0.239589,0.0000,0.0102857,0.0102857,0.0000,2.29975,2.29975,0.0000,0.0575014,0.0575014,40.0000,39.9947,0.239558,0.239589,0.239589
3009,114.2038,22.3575,136.5613,0.0567022,0.0564089,0.0567022,0.0815742,0.0159696,0.0815742,4.29349,0.840528,5.13402,0.107927,0.0210193,0.128946,39.7815,39.9883,0.0567022,0.0564089,0.0567022
3011,153.3331,,153.3331,0.0439681,,0.0439681,0.109524,,0.109524,4.45295,,4.45295,0.112363,,0.112363,39.6301,,0.0439681,,0.0439681
3012,550.0001,878.6616,1428.6617,0.0318972,0.0354912,0.0354912,0.392857,0.627615,0.627615,10.7003,17.0944,27.7946,0.292391,0.519746,0.812137,36.5957,32.8898,0.0318972,0.0354912,0.0354912
3014,878.6616,550.0001,1428.6617,0.127736,0.1148,0.127736,0.627615,0.392857,0.627615,61.5239,38.5110,100.0349,1.87061,1.05234,2.92294,32.8898,36.5957,0.127736,0.1148,0.127736
3016,550.0001,878.6616,1428.6617,0.141531,0.157478,0.157478,0.392857,0.627615,0.627615,47.4782,75.8496,123.3278,1.29737,2.30617,3.60354,36.5957,32.8898,0.141531,0.157478,0.157478
3018,118.6470,,118.6470,0.158915,,0.158915,0.0847479,,0.0847479,12.4964,,12.4964,0.314247,,0.314247,39.7661,,0.158915,,0.158915
3019,3229.1485,582.9995,3812.1480,0.236632,0.0803171,0.236632,2.30653,0.416428,2.30653,156.7138,28.2935,185.0074,12.7353,0.780414,13.5158,12.3054,36.2545,0.236632,0.0803171,0.236632
3021,468.3995,3233.1955,3701.5950,0.235557,0.716949,0.716949,0.334571,2.30943,2.30943,68.7657,474.6654,543.4311,1.83892,38.6339,40.4729,37.3947,12.2862,0.235557,0.716949,0.716949
3023,717.0454,2528.7955,3245.8409,0.254613,0.542327,0.542327,0.512175,1.80628,1.80628,105.8423,373.2730,479.1153,3.04281,22.8572,25.9001,34.7844,16.3306,0.254613,0.542327,0.542327
3025,0.0000,,0.0000,0.156794,,0.156794,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.156794,,0.156794
3026,0.0000,701.4201,701.4201,0.153938,0.176122,0.176122,0.0000,0.501014,0.501014,0.0000,71.9832,71.9832,0.0000,2.05892,2.05892,40.0000,34.9616,0.153938,0.176122,0.176122
3028,418.1285,,418.1285,0.169436,,0.169436,0.298663,,0.298663,44.6925,,44.6925,1.18077,,1.18077,37.8504,,0.169436,,0.169436
3029,549.2458,3228.2130,3777.4589,0.0131463,0.0390906,0.0390906,0.392318,2.30587,2.30587,4.40495,25.8903,30.2952,0.120343,2.10321,2.22355,36.6034,12.3099,0.0131463,0.0390906,0.0390906
3031,8564.2170,,8564.2170,0.1299,,0.1299,1.29761,,1.29761,927.5133,,927.5133,18.5415,,18.5415,50.0236,,0.1299,,0.1299
3032,3228.2130,549.2458,3777.4589,0.0511005,0.0171853,0.0511005,2.30587,0.392318,2.30587,33.8446,5.75829,39.6029,2.74939,0.157316,2.9067,12.3099,36.6034,0.0511005,0.0171853,0.0511005
3034,7807.1544,,7807.1544,0.231597,,0.231597,1.1829,,1.1829,1617.7439,,1617.7439,30.1353,,30.1353,53.6828,,0.231597,,0.231597
3035,28.2000,336.6000,364.8000,0.105837,0.109857,0.109857,0.0201429,0.240429,0.240429,1.98886,23.7394,25.7283,0.0497436,0.616296,0.66604,39.9823,38.5194,0.105837,0.109857,0.109857
3037,336.6000,28.2000,364.8000,0.135792,0.130823,0.135792,0.240429,0.0201429,0.240429,29.3438,2.45839,31.8022,0.761791,0.061487,0.823278,38.5194,39.9823,0.135792,0.130823,0.135792
3039,1870.6813,,1870.6813,0.403992,,0.403992,1.3362,,1.3362,273.4562,,273.4562,12.5957,,12.5957,21.7103,,0.403992,,0.403992
3040,33.0000,1703.7419,1736.7419,0.160465,0.274552,0.274552,0.0235714,1.21696,1.21696,3.52816,182.1539,185.6820,0.0882559,7.79608,7.88434,39.9765,23.3648,0.160465,0.274552,0.274552
3042,41.3854,,41.3854,0.204604,,0.204604,0.029561,,0.029561,5.64009,,5.64009,0.141127,,0.141127,39.9647,,0.204604,,0.204604
3043,110.1733,,110.1733,0.161506,,0.161506,0.0786952,,0.0786952,11.8016,,11.8016,0.29656,,0.29656,39.7951,,0.161506,,0.161506
3044,41.3854,,41.3854,0.213484,,0.213484,0.029561,,0.029561,5.88489,,5.88489,0.147252,,0.147252,39.9647,,0.213484,,0.213484
3045,685.6221,,685.6221,0.178482,,0.178482,0.48973,,0.48973,71.6674,,71.6674,2.03951,,2.03951,35.1394,,0.178482,,0.178482
3046,416.9989,,416.9989,0.23255,,0.23255,0.297856,,0.297856,61.1904,,61.1904,1.61622,,1.61622,37.8602,,0.23255,,0.23255
3047,256.0670,,256.0670,0.164117,,0.164117,0.182905,,0.182905,27.3736,,27.3736,0.700418,,0.700418,39.0818,,0.164117,,0.164117
3048,358.1989,,358.1989,0.229572,,0.229572,0.255856,,0.255856,52.5621,,52.5621,1.37054,,1.37054,38.3513,,0.229572,,0.229572
3049,598.4123,,598.4123,0.174271,,0.174271,0.427437,,0.427437,62.7316,,62.7316,1.7381,,1.7381,36.0920,,0.174271,,0.174271
3050,355.1989,,355.1989,0.229322,,0.229322,0.253714,,0.253714,52.0974,,52.0974,1.35758,,1.35758,38.3751,,0.229322,,0.229322
3051,135.0122,,135.0122,0.162411,,0.162411,0.0964373,,0.0964373,14.5106,,14.5106,0.365457,,0.365457,39.7053,,0.162411,,0.162411
3052,355.1989,,355.1989,0.229405,,0.229405,0.253714,,0.253714,52.1162,,52.1162,1.35807,,1.35807,38.3751,,0.229405,,0.229405
3053,298.1347,,298.1347,0.211309,,0.211309,0.212953,,0.212953,40.7404,,40.7404,1.04998,,1.04998,38.8012,,0.211309,,0.211309
3054,4561.3612,,4561.3612,0.0878,,0.0878,0.691115,,0.691115,477.8573,,477.8573,6.67479,,6.67479,71.5914,,0.0878,,0.0878
3055,87.0000,,87.0000,0.22078,,0.22078,0.0621429,,0.0621429,12.7623,,12.7623,0.320131,,0.320131,39.8658,,0.22078,,0.22078
3056,659.2848,130.2626,789.5475,0.181044,0.161487,0.181044,0.470918,0.0930447,0.470918,70.4868,13.9269,84.4137,1.98932,0.350596,2.33992,35.4325,39.7235,0.181044,0.161487,0.181044
3058,87.0000,,87.0000,0.22086,,0.22086,0.0621429,,0.0621429,12.7669,,12.7669,0.320247,,0.320247,39.8658,,0.22086,,0.22086
3059,0.0000,0.0000,0.0000,0.0420705,0.0420705,0.0420705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0420705,0.0420705,0.0420705
3061,0.0000,0.0000,0.0000,0.0938025,0.0938025,0.0938025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.0938025,0.0938025,0.0938025
3063,274.4050,,274.4050,0.0960376,,0.0960376,0.0686012,,0.0686012,26.2477,,26.2477,0.43922,,0.43922,59.7597,,0.0960376,,0.0960376
3064,26.4000,160.2374,186.6374,0.207295,0.209307,0.209307,0.0188571,0.114455,0.114455,3.64695,22.1355,25.7825,0.0912096,0.55898,0.650189,39.9843,39.5999,0.207295,0.209307,0.209307
3066,32.4000,1102.3635,1134.7635,0.118518,0.156968,0.156968,0.0231429,0.787402,0.787402,2.55853,87.0503,89.6089,0.0639996,2.88393,2.94793,39.9773,30.1846,0.118518,0.156968,0.156968
3068,741.6256,32.4000,774.0256,0.141317,0.121965,0.141317,0.529733,0.0231429,0.529733,60.2675,2.63295,62.9004,1.74673,0.0658613,1.81259,34.5030,39.9773,0.141317,0.121965,0.141317
3070,58.2535,173.8264,232.0799,0.311586,0.314717,0.314717,0.0416096,0.124162,0.124162,12.0809,36.0490,48.1299,0.302516,0.911768,1.21428,39.9347,39.5375,0.311586,0.314717,0.314717
3072,117.0000,23.4000,140.4000,0.0584328,0.0581179,0.0584328,0.0835714,0.0167143,0.0835714,4.53176,0.906352,5.43811,0.113944,0.022666,0.13661,39.7718,39.9873,0.0584328,0.0581179,0.0584328
3074,0.0000,0.0000,0.0000,0.094647,0.094647,0.094647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.094647,0.094647,0.094647
3076,0.0000,,0.0000,0.0218565,,0.0218565,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,40.0000,,0.0218565,,0.0218565
3077,0.0000,,0.0000,0.165865,,0.165865,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,60.0000,,0.165865,,0.165865
3078,13.2000,,13.2000,0.0238122,,0.0238122,0.00942857,,0.00942857,0.209524,,0.209524,0.00523868,,0.00523868,39.9955,,0.0238122,,0.0238122
3079,0.0000,,0.0000,0.56406,,0.56406,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,60.0000,,0.56406,,0.56406
3080,33.0000,,33.0000,0.703199,,0.703199,0.00825,,0.00825,23.2035,,23.2035,0.38676,,0.38676,59.9947,,0.703199,,0.703199
3081,23.4000,117.0000,140.4000,0.113037,0.113649,0.113649,0.0167143,0.0835714,0.0835714,1.76282,8.81408,10.5769,0.0440843,0.221616,0.2657,39.9873,39.7718,0.113037,0.113649,0.113649
3083,2696.8623,,2696.8623,0.020994,,0.020994,1.92633,,1.92633,14.3662,,14.3662,0.943631,,0.943631,15.2244,,0.020994,,0.020994
3084,6532.9241,,6532.9241,0.105067,,0.105067,0.989837,,0.989837,690.5889,,690.5889,11.4399,,11.4399,60.3666,,0.105067,,0.105067
3085,2012.7317,,2012.7317,0.168305,,0.168305,0.503183,,0.503183,295.7931,,295.7931,5.64589,,5.64589,52.3909,,0.168305,,0.168305
3086,2012.7317,,2012.7317,0.168088,,0.168088,0.503183,,0.503183,295.4106,,295.4106,5.63859,,5.63859,52.3909,,0.168088,,0.168088
3087,1345.8218,1254.0922,2599.9140,0.222502,0.214066,0.222502,0.961301,0.89578,0.961301,136.2012,126.9179,263.1191,4.99079,4.4743,9.46509,27.2905,28.3660,0.222502,0.214066,0.222502
3089,1648.8864,,1648.8864,0.268762,,0.268762,1.17778,,1.17778,176.7771,,176.7771,7.38596,,7.38596,23.9342,,0.268762,,0.268762
3090,1107.5793,,1107.5793,0.150324,,0.150324,0.276895,,0.276895,158.6342,,158.6342,2.77494,,2.77494,57.1668,,0.150324,,0.150324
3091,970.4575,,970.4575,0.152219,,0.152219,0.242614,,0.242614,142.1681,,142.1681,2.46204,,2.46204,57.7441,,0.152219,,0.152219
3092,546.3127,478.7788,1025.0916,0.0146637,0.0144028,0.0146637,0.390223,0.341985,0.390223,4.89114,4.28651,9.17765,0.133516,0.114929,0.248445,36.6333,37.2969,0.0146637,0.0144028,0.0146637
3094,0.0000,0.0000,0.0000,0.135144,0.135144,0.135144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.135144,0.135144,0.135144
3096,0.0000,0.0000,0.0000,0.11897,0.11897,0.11897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.11897,0.11897,0.11897
3098,91.8000,,91.8000,0.0707876,,0.0707876,0.02295,,0.02295,6.49467,,6.49467,0.108305,,0.108305,59.9664,,0.0707876,,0.0707876
3099,701.4201,0.0000,701.4201,0.175452,0.153352,0.175452,0.501014,0.0000,0.501014,71.7097,0.0000,71.7097,2.0511,0.0000,2.0511,34.9616,40.0000,0.175452,0.153352,0.175452
3101,309.6379,,309.6379,0.162171,,0.162171,0.22117,,0.22117,32.4045,,32.4045,0.836906,,0.836906,38.7194,,0.162171,,0.162171
3102,647.7060,,647.7060,0.247648,,0.247648,0.462647,,0.462647,95.0657,,95.0657,2.67339,,2.67339,35.5600,,0.247648,,0.247648
3103,309.6379,,309.6379,0.162171,,0.162171,0.22117,,0.22117,32.4045,,32.4045,0.836906,,0.836906,38.7194,,0.162171,,0.162171
3104,51.6000,21.6000,73.2000,0.167272,0.167098,0.167272,0.0368571,0.0154286,0.0368571,5.74659,2.40555,8.15214,0.143854,0.0601552,0.204009,39.9475,39.9890,0.167272,0.167098,0.167272
3106,21.6000,,21.6000,0.236637,,0.236637,0.0154286,,0.0154286,3.40664,,3.40664,0.0851894,,0.0851894,39.9890,,0.236637,,0.236637
3107,5264.5898,,5264.5898,0.490248,,0.490248,1.31615,,1.31615,1418.2490,,1418.2490,43.0159,,43.0159,32.9703,,0.490248,,0.490248
3108,184.0523,,184.0523,0.575903,,0.575903,0.0278867,,0.0278867,158.8681,,158.8681,1.76661,,1.76661,89.9284,,0.575903,,0.575903
