"ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
2122,37.8000,3336.4045,3374.2045,0.225375,0.303846,0.303846,0.00945,0.834101,0.834101,9.2291,814.6032,823.8323,0.141986,16.8959,17.0379,65.0000,48.2130,0.225375,0.303846,0.303846
2124,37.8000,3336.4045,3374.2045,0.118135,0.159268,0.159268,0.00945,0.834101,0.834101,4.83764,426.9930,431.8307,0.0744253,8.85638,8.93081,65.0000,48.2130,0.118135,0.159268,0.159268
2126,37.8000,3336.4045,3374.2045,0.0683659,0.0921697,0.0921697,0.00945,0.834101,0.834101,2.79958,247.1041,249.9037,0.0430705,5.12525,5.16833,65.0000,48.2130,0.0683659,0.0921697,0.0921697
2128,1439.5986,,1439.5986,0.0139222,,0.0139222,0.3599,,0.3599,21.1218,,21.1218,0.33404,,0.33404,63.2314,,0.0139222,,0.0139222
2129,6.6,,6.6,0.0293483,,0.0293483,0.00165,,0.00165,0.20984,,0.20984,0.00322831,,0.00322831,65.0000,,0.0293483,,0.0293483
2130,6.6,388.2220,394.8220,0.0798471,0.0798909,0.0798909,0.00165,0.0970555,0.0970555,0.570907,33.5816,34.1525,0.00878318,0.516923,0.525706,65.0000,64.9644,0.0798471,0.0798909,0.0798909
2132,388.2220,6.6,394.8220,0.81609,0.815643,0.81609,0.0970555,0.00165,0.0970555,343.0380,5.83185,348.8699,5.2804,0.0897207,5.37012,64.9644,65.0000,0.81609,0.815643,0.81609
2134,6.6,388.2220,394.8220,0.0773843,0.0774268,0.0774268,0.00165,0.0970555,0.0970555,0.553298,32.5458,33.0991,0.00851227,0.50098,0.509492,65.0000,64.9644,0.0773843,0.0774268,0.0774268
2136,77.6978,34.1498,111.8476,0.138107,0.138095,0.138107,0.0554984,0.0243927,0.0554984,8.04716,3.5369,11.5841,0.178844,0.0785984,0.257443,44.9954,44.9996,0.138107,0.138095,0.138107
2138,34.1498,77.6978,111.8476,0.120248,0.120259,0.120259,0.0243927,0.0554984,0.0554984,3.0798,7.00718,10.0870,0.0684407,0.155731,0.224172,44.9996,44.9954,0.120248,0.120259,0.120259
2140,38.4000,809.0719,847.4719,0.0656216,0.0659474,0.0659474,0.0096,0.202268,0.202268,2.72986,57.5169,60.2468,0.0419978,0.889269,0.931267,65.0000,64.6789,0.0656216,0.0659474,0.0659474
2142,6.6,388.2220,394.8220,0.0729711,0.0730111,0.0730111,0.00165,0.0970555,0.0970555,0.521743,30.6897,31.2115,0.00802682,0.472409,0.480435,65.0000,64.9644,0.0729711,0.0730111,0.0730111
2144,388.2220,6.6,394.8220,0.0748601,0.0748191,0.0748601,0.0970555,0.00165,0.0970555,31.4669,0.534956,32.0019,0.484372,0.0082301,0.492603,64.9644,65.0000,0.0748601,0.0748191,0.0748601
2146,6.6,388.2220,394.8220,0.083652,0.0836979,0.0836979,0.00165,0.0970555,0.0970555,0.598112,35.1818,35.7800,0.00920172,0.541556,0.550758,65.0000,64.9644,0.083652,0.0836979,0.0836979
2148,6.6,388.2220,394.8220,0.0825138,0.0825591,0.0825591,0.00165,0.0970555,0.0970555,0.589974,34.7032,35.2931,0.00907652,0.534188,0.543264,65.0000,64.9644,0.0825138,0.0825591,0.0825591
2150,6.6,388.2220,394.8220,0.0628089,0.0628434,0.0628434,0.00165,0.0970555,0.0970555,0.449084,26.4158,26.8649,0.00690898,0.40662,0.413529,65.0000,64.9644,0.0628089,0.0628434,0.0628434
2152,6.6,388.2220,394.8220,0.252162,0.2523,0.2523,0.00165,0.0970555,0.0970555,1.80296,106.0526,107.8555,0.0277378,1.63247,1.66021,65.0000,64.9644,0.252162,0.2523,0.2523
2154,420.7585,1362.8807,1783.6392,0.170647,0.260856,0.260856,0.300542,0.973486,0.973486,52.9878,171.6330,224.6208,1.19669,5.92527,7.12195,44.2788,28.9663,0.170647,0.260856,0.260856
2156,388.2220,6.6,394.8220,0.276533,0.276381,0.276533,0.0970555,0.00165,0.0970555,116.2387,1.97613,118.2148,1.78927,0.0304019,1.81967,64.9644,65.0000,0.276533,0.276381,0.276533
2158,0.0000,0.0000,0.0000,0.134242,0.134242,0.134242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.134242,0.134242,0.134242
2160,1021.4587,460.9585,1482.4172,0.161329,0.133641,0.161329,0.729613,0.329256,0.729613,100.2347,45.2334,145.4681,2.74652,1.02671,3.77323,36.4952,44.0565,0.161329,0.133641,0.161329
2162,0.0000,0.0000,0.0000,0.0876517,0.0876517,0.0876517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.0876517,0.0876517,0.0876517
2164,13.2000,796.2957,809.4957,0.138654,0.13931,0.13931,0.0033,0.199074,0.199074,1.98275,119.6100,121.5927,0.0305038,1.84886,1.87937,65.0000,64.6938,0.138654,0.13931,0.13931
2166,796.2957,13.2000,809.4957,0.0621046,0.061812,0.0621046,0.199074,0.0033,0.199074,53.3223,0.883912,54.2063,0.824227,0.0135986,0.837826,64.6938,65.0000,0.0621046,0.061812,0.0621046
2168,396.7585,2260.9502,2657.7086,0.180986,0.629775,0.629775,0.283399,1.61496,1.61496,53.1303,302.7661,355.8964,1.1968,23.7315,24.9283,44.3937,12.7580,0.180986,0.629775,0.629775
2170,2260.9502,396.7585,2657.7086,0.327376,0.0940822,0.327376,1.61496,0.283399,1.61496,157.3870,27.6188,185.0057,12.3364,0.622132,12.9585,12.7580,44.3937,0.327376,0.0940822,0.327376
2172,326.6863,28.5728,355.2590,0.011319,0.0112334,0.011319,0.233347,0.0204091,0.233347,2.75233,0.240726,2.99306,0.0616292,0.00534948,0.0669787,44.6595,44.9998,0.011319,0.0112334,0.011319
2174,121.6594,,121.6594,0.123831,,0.123831,0.0868996,,0.0868996,11.2945,,11.2945,0.251088,,0.251088,44.9823,,0.123831,,0.123831
2175,0.0000,284.2029,284.2029,0.123788,0.124409,0.124409,0.0000,0.203002,0.203002,0.0000,26.3857,26.3857,0.0000,0.589292,0.589292,45.0000,44.7753,0.123788,0.124409,0.124409
2177,0.0000,,0.0000,0.114707,,0.114707,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.114707,,0.114707
2178,183.9728,634.5897,818.5625,0.256433,0.270394,0.270394,0.131409,0.453278,0.453278,35.3344,121.8812,157.2156,0.786277,2.85982,3.64609,44.9388,42.6185,0.256433,0.270394,0.270394
2180,0.0000,,0.0000,0.134961,,0.134961,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.134961,,0.134961
2181,0.0000,35.3185,35.3185,0.125415,0.125416,0.125416,0.0000,0.0252275,0.0252275,0.0000,3.3221,3.3221,0.0000,0.0738251,0.0738251,45.0000,44.9996,0.125415,0.125416,0.125416
2183,35.3185,0.0000,35.3185,0.123637,0.123636,0.123637,0.0252275,0.0000,0.0252275,3.27498,0.0000,3.27498,0.0727781,0.0000,0.0727781,44.9996,45.0000,0.123637,0.123636,0.123637
2185,0.0000,0.0000,0.0000,0.0157507,0.0157507,0.0157507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0157507,0.0157507,0.0157507
2187,119.6615,0.0000,119.6615,0.123682,0.123636,0.123682,0.0854725,0.0000,0.0854725,11.0959,0.0000,11.0959,0.246667,0.0000,0.246667,44.9831,45.0000,0.123682,0.123636,0.123682
2189,0.0000,119.6615,119.6615,0.126896,0.126944,0.126944,0.0000,0.0854725,0.0854725,0.0000,11.3884,11.3884,0.0000,0.253171,0.253171,45.0000,44.9832,0.126896,0.126944,0.126944
2191,286.7040,,286.7040,0.12712,,0.12712,0.204789,,0.204789,27.1942,,27.1942,0.607429,,0.607429,44.7693,,0.12712,,0.12712
2192,206.7943,286.7040,493.4983,0.123148,0.123544,0.123544,0.14771,0.204789,0.204789,19.0629,26.4292,45.4922,0.424439,0.590343,1.01478,44.9132,44.7693,0.123148,0.123544,0.123544
2194,1177.7257,433.9097,1611.6355,0.223084,0.167308,0.223084,0.841233,0.309936,0.841233,145.1888,53.4920,198.6808,4.37886,1.20994,5.58881,33.1567,44.2103,0.223084,0.167308,0.223084
2196,433.9097,1177.7257,1611.6355,0.219208,0.292286,0.292286,0.309936,0.841233,0.841233,70.0855,190.2274,260.3130,1.58528,5.73722,7.3225,44.2103,33.1567,0.219208,0.292286,0.292286
2198,43.2775,,43.2775,0.124084,,0.124084,0.0309125,,0.0309125,4.02744,,4.02744,0.0895003,,0.0895003,44.9992,,0.124084,,0.124084
2199,0.0000,0.0000,0.0000,0.045988,0.045988,0.045988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.045988,0.045988,0.045988
2201,201.1625,349.4566,550.6191,0.155345,0.156516,0.156516,0.143687,0.249612,0.249612,23.3956,40.6425,64.0381,0.520828,0.911594,1.43242,44.9200,44.5840,0.155345,0.156516,0.156516
2203,349.4566,201.1625,550.6191,0.200979,0.199476,0.200979,0.249612,0.143687,0.249612,52.1882,30.0418,82.2300,1.17056,0.668784,1.83934,44.5840,44.9200,0.200979,0.199476,0.200979
2205,768.8977,,768.8977,0.0217495,,0.0217495,0.192224,,0.192224,18.0399,,18.0399,0.278719,,0.278719,64.7242,,0.0217495,,0.0217495
2206,1542.0884,2263.9837,3806.0721,0.221446,0.237376,0.237376,0.385522,0.565996,0.565996,357.6504,525.0767,882.7271,5.69148,8.95692,14.6484,62.8396,58.6224,0.221446,0.237376,0.237376
2208,83.4000,700.4284,783.8284,0.134685,0.144787,0.144787,0.0595714,0.500306,0.500306,8.42348,70.7440,79.1675,0.187212,1.69021,1.87742,44.9943,41.8551,0.134685,0.144787,0.144787
2210,700.4284,83.4000,783.8284,0.186162,0.173174,0.186162,0.500306,0.0595714,0.500306,90.9604,10.8307,101.7911,2.17322,0.240712,2.41393,41.8551,44.9943,0.186162,0.173174,0.186162
2212,25.8000,577.4501,603.2501,0.12744,0.132806,0.132806,0.0184286,0.412464,0.412464,2.46596,55.1927,57.6586,0.0547994,1.27814,1.33294,44.9998,43.1819,0.12744,0.132806,0.132806
2214,577.4501,25.8000,603.2501,0.180218,0.172938,0.180218,0.412464,0.0184286,0.412464,74.8970,3.34634,78.2433,1.73445,0.0743633,1.80882,43.1819,44.9998,0.180218,0.172938,0.180218
2216,0.0000,35.1148,35.1148,0.119969,0.11997,0.11997,0.0000,0.025082,0.025082,0.0000,3.15952,3.15952,0.0000,0.0702123,0.0702123,45.0000,44.9996,0.119969,0.11997,0.11997
2218,35.1148,0.0000,35.1148,0.0949249,0.094924,0.0949249,0.025082,0.0000,0.025082,2.49993,0.0000,2.49993,0.0555545,0.0000,0.0555545,44.9996,45.0000,0.0949249,0.094924,0.0949249
2220,654.0516,187.4007,841.4523,0.0831073,0.0784287,0.0831073,0.46718,0.133858,0.46718,38.4170,11.0074,49.4244,0.905941,0.24496,1.1509,42.4057,44.9353,0.0831073,0.0784287,0.0831073
2222,187.4007,618.9368,806.3375,0.132291,0.13895,0.13895,0.133858,0.442098,0.442098,18.5669,61.3218,79.8887,0.413192,1.43336,1.84655,44.9353,42.7820,0.132291,0.13895,0.13895
2224,187.4007,618.9368,806.3375,0.132994,0.139688,0.139688,0.133858,0.442098,0.442098,18.6655,61.6473,80.3128,0.415385,1.44097,1.85635,44.9353,42.7820,0.132994,0.139688,0.139688
2226,187.4007,618.9368,806.3375,0.131789,0.138423,0.138423,0.133858,0.442098,0.442098,18.4964,61.0891,79.5855,0.411624,1.42792,1.83954,44.9353,42.7820,0.131789,0.138423,0.138423
2228,187.4007,618.9368,806.3375,0.0830086,0.0871867,0.0871867,0.133858,0.442098,0.442098,11.6501,38.4774,50.1276,0.259264,0.899385,1.15865,44.9353,42.7820,0.0830086,0.0871867,0.0871867
2230,0.0000,0.0000,0.0000,0.290697,0.290697,0.290697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.290697,0.290697,0.290697
2232,145.1127,396.2322,541.3449,0.136854,0.138623,0.138623,0.103652,0.283023,0.283023,14.8845,40.6423,55.5268,0.330988,0.915448,1.24644,44.9700,44.3961,0.136854,0.138623,0.138623
2234,0.0000,0.0000,0.0000,0.426088,0.426088,0.426088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.426088,0.426088,0.426088
2236,152.6306,583.9201,736.5507,0.190659,0.198804,0.198804,0.109022,0.417086,0.417086,21.8083,83.4323,105.2406,0.485006,1.93476,2.41977,44.9650,43.1227,0.190659,0.198804,0.198804
2238,583.9201,152.6306,736.5507,0.179624,0.172264,0.179624,0.417086,0.109022,0.417086,75.3829,19.7043,95.0872,1.7481,0.438214,2.18632,43.1227,44.9650,0.179624,0.172264,0.179624
2240,361.7048,186.2959,548.0007,0.175567,0.174015,0.175567,0.258361,0.133069,0.258361,47.1399,24.2794,71.4193,1.05839,0.540305,1.5987,44.5391,44.9365,0.175567,0.174015,0.175567
2242,186.2959,361.7048,548.0007,0.173099,0.174643,0.174643,0.133069,0.258361,0.258361,24.1516,46.8918,71.0434,0.537461,1.05282,1.59028,44.9365,44.5391,0.173099,0.174643,0.174643
2244,868.3096,130.2000,998.5096,0.246763,0.215967,0.246763,0.620221,0.093,0.620221,140.5767,21.0790,161.6557,3.57112,0.468648,4.03976,39.3649,44.9783,0.246763,0.215967,0.246763
2246,130.2000,868.3096,998.5096,0.0204699,0.0233888,0.0233888,0.093,0.620221,0.620221,1.99792,13.3242,15.3221,0.0444196,0.338479,0.382899,44.9783,39.3649,0.0204699,0.0233888,0.0233888
2248,0.0000,27.9478,27.9478,0.107627,0.107627,0.107627,0.0000,0.0199627,0.0199627,0.0000,2.25594,2.25594,0.0000,0.0501323,0.0501323,45.0000,44.9998,0.107627,0.107627,0.107627
2250,27.9478,0.0000,27.9478,0.108071,0.108071,0.108071,0.0199627,0.0000,0.0199627,2.26525,0.0000,2.26525,0.0503391,0.0000,0.0503391,44.9998,45.0000,0.108071,0.108071,0.108071
2252,0.0000,0.0000,0.0000,0.108072,0.108072,0.108072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.108072,0.108072,0.108072
2254,0.0000,0.0000,0.0000,0.109109,0.109109,0.109109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.109109,0.109109,0.109109
2256,0.0000,,0.0000,0.412251,,0.412251,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,90.0000,,0.412251,,0.412251
2257,1327.6658,413.9703,1741.6361,0.24271,0.163043,0.24271,0.948333,0.295693,0.948333,159.8695,49.8478,209.7174,5.37063,1.12491,6.49554,29.7674,44.3126,0.24271,0.163043,0.24271
2259,413.9703,1327.6658,1741.6361,0.0548783,0.0816934,0.0816934,0.295693,0.948333,0.948333,16.7782,53.8103,70.5885,0.378633,1.80769,2.18633,44.3126,29.7674,0.0548783,0.0816934,0.0816934
2261,1327.6658,413.9703,1741.6361,0.0649536,0.0436332,0.0649536,0.948333,0.295693,0.948333,42.7840,13.3402,56.1242,1.43728,0.301047,1.73833,29.7674,44.3126,0.0649536,0.0436332,0.0649536
2263,591.6447,4947.5060,5539.1507,0.0666942,0.142139,0.142139,0.147911,1.23688,1.23688,42.6647,356.7746,399.4392,0.657654,11.7206,12.3783,64.8740,30.4400,0.0666942,0.142139,0.142139
2265,4947.5060,591.6447,5539.1507,0.186385,0.0874547,0.186385,1.23688,0.147911,1.23688,467.8312,55.9453,523.7765,15.3690,0.862369,16.2314,30.4400,64.8740,0.186385,0.0874547,0.186385
2267,665.7181,245.7280,911.4462,0.140826,0.132721,0.140826,0.475513,0.17552,0.475513,66.0519,24.3809,90.4328,1.56251,0.543555,2.10607,42.2729,44.8545,0.140826,0.132721,0.140826
2269,245.7280,665.7181,911.4462,0.129107,0.136991,0.136991,0.17552,0.475513,0.475513,23.7169,64.2531,87.9700,0.528753,1.51996,2.04871,44.8545,42.2729,0.129107,0.136991,0.136991
2271,68.5716,383.5793,452.1509,0.0586241,0.0593434,0.0593434,0.0489797,0.273985,0.273985,3.01475,16.8641,19.8788,0.0669992,0.379382,0.446381,44.9968,44.4514,0.0586241,0.0593434,0.0593434
2273,383.5793,68.5716,452.1509,0.0763858,0.07546,0.0763858,0.273985,0.0489797,0.273985,21.7071,3.88054,25.5877,0.488334,0.0862402,0.574574,44.4514,44.9968,0.0763858,0.07546,0.0763858
2275,68.5716,383.5793,452.1509,0.0839779,0.0850083,0.0850083,0.0489797,0.273985,0.273985,4.31857,24.1574,28.4760,0.095975,0.543457,0.639432,44.9968,44.4514,0.0839779,0.0850083,0.0850083
2277,139.0284,160.8000,299.8284,0.133835,0.133878,0.133878,0.099306,0.114857,0.114857,13.9469,16.1310,30.0779,0.310113,0.358792,0.668905,44.9736,44.9591,0.133835,0.133878,0.133878
2279,160.8000,139.0284,299.8284,0.112617,0.112581,0.112617,0.114857,0.099306,0.114857,13.5693,11.7320,25.3013,0.301813,0.260865,0.562679,44.9591,44.9736,0.112617,0.112581,0.112617
2281,147.0000,390.2979,537.2979,0.135147,0.136809,0.136809,0.105,0.278784,0.278784,14.8896,39.5333,54.4229,0.33111,0.889938,1.22105,44.9688,44.4225,0.135147,0.136809,0.136809
2283,390.2979,147.0000,537.2979,0.196279,0.193895,0.196279,0.278784,0.105,0.278784,56.7181,21.3620,78.0801,1.27679,0.475042,1.75183,44.4225,44.9688,0.196279,0.193895,0.196279
2285,147.0000,390.2979,537.2979,0.12922,0.130809,0.130809,0.105,0.278784,0.278784,14.2367,37.7996,52.0362,0.31659,0.850911,1.1675,44.9688,44.4225,0.12922,0.130809,0.130809
2287,0.0000,3.2825,3.2825,0.173149,0.173149,0.173149,0.0000,0.00234464,0.00234464,0.0000,0.426272,0.426272,0.0000,0.00947271,0.00947271,45.0000,45.0000,0.173149,0.173149,0.173149
2289,3.2825,0.0000,3.2825,0.223903,0.223903,0.223903,0.00234464,0.0000,0.00234464,0.55122,0.0000,0.55122,0.0122493,0.0000,0.0122493,45.0000,45.0000,0.223903,0.223903,0.223903
2291,6736.0006,,6736.0006,1.69763,,1.69763,1.02061,,1.02061,10472.7092,,10472.7092,190.5871,,190.5871,54.9497,,1.69763,,1.69763
2292,169.5702,467.4972,637.0674,0.135659,0.138542,0.138542,0.121122,0.333927,0.333927,17.2344,47.5145,64.7490,0.383396,1.07947,1.46286,44.9521,44.0166,0.135659,0.138542,0.138542
2294,467.4972,169.5702,637.0674,0.131588,0.128849,0.131588,0.333927,0.121122,0.333927,45.1294,16.3693,61.4987,1.02528,0.36415,1.38943,44.0166,44.9521,0.131588,0.128849,0.131588
2296,887.0757,1231.7140,2118.7898,0.155045,0.189475,0.189475,0.633626,0.879796,0.879796,89.4926,124.2615,213.7541,2.29227,3.88966,6.18193,39.0410,31.9466,0.155045,0.189475,0.189475
2298,1231.7140,887.0757,2118.7898,0.122035,0.0998595,0.122035,0.879796,0.633626,0.879796,80.0331,57.6395,137.6726,2.50521,1.47638,3.98159,31.9466,39.0410,0.122035,0.0998595,0.122035
2300,235.8000,906.0000,1141.8000,0.266419,0.308856,0.308856,0.168429,0.647143,0.647143,46.9815,180.5142,227.4957,1.04703,4.66373,5.71076,44.8714,38.7060,0.266419,0.308856,0.308856
2302,51.6000,465.6554,517.2554,0.107917,0.110296,0.110296,0.0368571,0.332611,0.332611,4.17625,37.6878,41.8641,0.0928083,0.855998,0.948806,44.9987,44.0280,0.107917,0.110296,0.110296
2304,465.6554,51.6000,517.2554,0.100766,0.0985923,0.100766,0.332611,0.0368571,0.332611,34.4315,3.81541,38.2469,0.782037,0.0847894,0.866827,44.0279,44.9986,0.100766,0.0985923,0.100766
2306,703.2000,91.8554,795.0554,0.115778,0.107616,0.115778,0.502286,0.065611,0.502286,56.7468,7.41255,64.1594,1.35692,0.164751,1.52167,41.8203,44.9924,0.115778,0.107616,0.115778
2308,703.2000,91.8554,795.0554,0.14755,0.137147,0.14755,0.502286,0.065611,0.502286,72.3192,9.44668,81.7659,1.72929,0.209962,1.93925,41.8203,44.9924,0.14755,0.137147,0.14755
2310,703.2000,91.8554,795.0554,0.14227,0.13224,0.14227,0.502286,0.065611,0.502286,69.7314,9.10866,78.8401,1.66741,0.202449,1.86986,41.8203,44.9924,0.14227,0.13224,0.14227
2312,235.9838,217.0151,452.9989,0.271475,0.271302,0.271475,0.16856,0.155011,0.16856,47.9101,44.0591,91.9692,1.06773,0.981278,2.04901,44.8711,44.8997,0.271475,0.271302,0.271475
2314,845.8151,253.4392,1099.2543,0.303663,0.269135,0.303663,0.604154,0.181028,0.604154,170.1230,50.9755,221.0985,4.28071,1.13682,5.41753,39.7418,44.8404,0.303663,0.269135,0.303663
2316,637.6415,3727.7412,4365.3828,0.0181909,0.0269594,0.0269594,0.15941,0.931935,0.931935,12.5354,73.2837,85.8191,0.193321,1.67496,1.86829,64.8424,43.7524,0.0181909,0.0269594,0.0269594
2318,3727.7412,637.6415,4365.3828,0.0483485,0.0326231,0.0483485,0.931935,0.15941,0.931935,131.4252,22.4807,153.9059,3.00384,0.346697,3.35054,43.7524,64.8424,0.0483485,0.0326231,0.0483485
2320,8.4,146.5705,154.9705,0.131595,0.131685,0.131685,0.006,0.104693,0.104693,0.829046,14.4659,15.2950,0.0184233,0.321686,0.34011,45.0000,44.9690,0.131595,0.131685,0.131685
2322,146.5705,8.4,154.9705,0.128574,0.128485,0.128574,0.104693,0.006,0.104693,14.1241,0.809458,14.9336,0.314085,0.0179879,0.332073,44.9690,45.0000,0.128574,0.128485,0.128574
2324,16.2000,349.2905,365.4905,0.101721,0.102669,0.102669,0.0115714,0.249493,0.249493,1.23591,26.6477,27.8836,0.0274648,0.597689,0.625154,45.0000,44.5846,0.101721,0.102669,0.102669
2326,349.2905,16.2000,365.4905,0.0997597,0.0988388,0.0997597,0.249493,0.0115714,0.249493,25.8926,1.20089,27.0934,0.580752,0.0266865,0.607438,44.5846,45.0000,0.0997597,0.0988388,0.0997597
2328,0.0000,0.0000,0.0000,0.354872,0.354872,0.354872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.354872,0.354872,0.354872
2330,121.2490,2678.6927,2799.9417,0.0559325,0.29089,0.29089,0.0866065,1.91335,1.91335,5.08434,112.3256,117.4100,0.113029,12.9868,13.0998,44.9825,8.64924,0.0559325,0.29089,0.29089
2332,2678.6927,121.2490,2799.9417,0.469151,0.0902085,0.469151,1.91335,0.0866065,1.91335,181.1600,8.20007,189.3601,20.9452,0.182295,21.1275,8.64924,44.9825,0.469151,0.0902085,0.469151
2334,15.0000,,15.0000,0.183662,,0.183662,0.00227273,,0.00227273,4.13239,,4.13239,0.0459155,,0.0459155,90.0000,,0.183662,,0.183662
2335,0.0000,0.0000,0.0000,0.07934,0.07934,0.07934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.07934,0.07934,0.07934
2336,0.0000,0.0000,0.0000,0.0756133,0.0756133,0.0756133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0756133,0.0756133,0.0756133
2338,109.8000,157.3795,267.1795,0.134061,0.134137,0.134137,0.0784286,0.112414,0.112414,11.0368,15.8193,26.8561,0.245332,0.35184,0.597172,44.9870,44.9617,0.134061,0.134137,0.134137
2340,157.3795,109.8000,267.1795,0.132051,0.131977,0.132051,0.112414,0.0784286,0.112414,15.5733,10.8651,26.4385,0.346369,0.241518,0.587887,44.9617,44.9870,0.132051,0.131977,0.132051
2342,0.0000,0.0000,0.0000,0.0446227,0.0446227,0.0446227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0446227,0.0446227,0.0446227
2344,0.0000,0.0000,0.0000,0.063304,0.063304,0.063304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.063304,0.063304,0.063304
2346,0.0000,,0.0000,0.0366067,,0.0366067,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0366067,,0.0366067
2347,0.0000,0.0000,0.0000,0.056928,0.056928,0.056928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.056928,0.056928,0.056928
2349,0.0000,0.0000,0.0000,0.08622,0.08622,0.08622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.08622,0.08622,0.08622
2351,0.0000,0.0000,0.0000,0.0856773,0.0856773,0.0856773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0856773,0.0856773,0.0856773
2353,0.0000,0.0000,0.0000,0.0463453,0.0463453,0.0463453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0463453,0.0463453,0.0463453
2355,741.2213,270.0000,1011.2213,0.290605,0.267992,0.290605,0.529444,0.192857,0.529444,148.3428,54.0359,202.3787,3.59005,1.20597,4.79601,41.3206,44.8072,0.290605,0.267992,0.290605
2357,90.0000,392.1787,482.1787,0.138766,0.140574,0.140574,0.0642857,0.280128,0.280128,9.36522,40.8093,50.1746,0.208149,0.918835,1.12698,44.9928,44.4142,0.138766,0.140574,0.140574
2359,307.2000,825.2454,1132.4454,0.0930783,0.103858,0.103858,0.219429,0.589461,0.589461,21.3102,57.2465,78.5566,0.476561,1.42848,1.90504,44.7165,40.0752,0.0930783,0.103858,0.103858
2361,1217.4241,397.2000,1614.6241,0.133086,0.096741,0.133086,0.869589,0.283714,0.869589,87.1371,28.4296,115.5667,2.70036,0.640425,3.34079,32.2687,44.3917,0.133086,0.096741,0.133086
2363,50.4000,35.4000,85.8000,0.272037,0.272032,0.272037,0.036,0.0252857,0.036,10.2827,7.22238,17.5051,0.228511,0.160499,0.38901,44.9987,44.9996,0.272037,0.272032,0.272037
2365,35.4000,50.4000,85.8000,0.271588,0.271593,0.271593,0.0252857,0.036,0.036,7.21059,10.2659,17.4765,0.160237,0.228138,0.388375,44.9996,44.9987,0.271588,0.271593,0.271593
2367,50.4000,35.4000,85.8000,0.278268,0.278263,0.278268,0.036,0.0252857,0.036,10.5182,7.3878,17.9060,0.233745,0.164175,0.39792,44.9987,44.9996,0.278268,0.278263,0.278268
2369,32.4000,22.8000,55.2000,0.274997,0.274995,0.274997,0.0231429,0.0162857,0.0231429,6.68237,4.70241,11.3848,0.148498,0.104498,0.252996,44.9997,44.9999,0.274997,0.274995,0.274997
2371,201.6000,386.9902,588.5902,0.130774,0.132194,0.132194,0.144,0.276422,0.276422,19.7376,37.8883,57.6259,0.4394,0.852632,1.29203,44.9195,44.4369,0.130774,0.132194,0.132194
2373,374.3902,183.6000,557.9902,0.135268,0.133914,0.135268,0.267422,0.131143,0.267422,37.5513,18.4151,55.9664,0.84405,0.409778,1.25383,44.4895,44.9392,0.135268,0.133914,0.135268
2375,34.8000,70.2000,105.0000,0.110078,0.110086,0.110086,0.0248571,0.0501429,0.0501429,2.87302,5.79557,8.66859,0.0638454,0.1288,0.192646,44.9996,44.9966,0.110078,0.110086,0.110086
