"ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
9394,82.8000,49.3487,132.1487,0.0910115,0.090316,0.0910115,0.0591429,0.0352491,0.0591429,5.55845,3.31283,8.87127,0.125596,0.0742829,0.199879,44.2566,44.5974,0.0910115,0.090316,0.0910115,82.8000,49.3487,82.8000,49.3487,132.1487
9396,51.6000,0.0000,51.6000,0.0112434,0.0111373,0.0112434,0.0368571,0.0000,0.0368571,0.431015,0.0000,0.431015,0.00966932,0.0000,0.00966932,44.5755,45.0000,0.0112434,0.0111373,0.0112434,51.6000,0.0000,51.6000,0.0000,51.6000
9398,92.7867,,92.7867,0.0219806,,0.0219806,0.0662762,,0.0662762,1.50073,,1.50073,0.0339918,,0.0339918,44.1498,,0.0219806,,0.0219806,92.7867,,92.7867,,92.7867
9399,0.0000,0.0000,0.0000,0.141481,0.141481,0.141481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.141481,0.141481,0.141481,0.0000,0.0000,0.0000,0.0000,0.0000
9401,0.0000,,0.0000,0.186424,,0.186424,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.186424,,0.186424,0.0000,,0.0000,,0.0000
9402,90.4486,12.0000,102.4486,0.0364107,0.0362358,0.0364107,0.0226121,0.003,0.0226121,3.54893,0.470844,4.01978,0.0548883,0.00724715,0.0621354,64.6574,64.9695,0.0364107,0.0362358,0.0364107,90.4486,12.0000,90.4486,12.0000,102.4486
9404,12.0000,90.4486,102.4486,0.0796565,0.080041,0.080041,0.003,0.0226121,0.0226121,1.03505,7.80155,8.8366,0.0159313,0.12066,0.136591,64.9695,64.6574,0.0796565,0.080041,0.080041,12.0000,90.4486,12.0000,90.4486,102.4486
9406,0.0000,,0.0000,0.056312,,0.056312,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.056312,,0.056312,0.0000,,0.0000,,0.0000
9407,67.9568,0.0000,67.9568,0.109966,0.108528,0.109966,0.0485406,0.0000,0.0485406,5.53141,0.0000,5.53141,0.124549,0.0000,0.124549,44.4114,45.0000,0.109966,0.108528,0.109966,67.9568,0.0000,67.9568,0.0000,67.9568
9409,499.9820,117.6213,617.6033,0.209154,0.187289,0.209154,0.35713,0.0840152,0.35713,68.4780,16.1095,84.5876,1.74289,0.367153,2.11004,39.2899,43.8769,0.209154,0.187289,0.209154,499.9820,117.6213,499.9820,117.6213,617.6033
9411,978.6000,400.8000,1379.4000,0.157431,0.148685,0.157431,0.24465,0.1002,0.24465,152.7966,62.5801,215.3768,2.5677,0.993217,3.56092,59.5072,63.0075,0.157431,0.148685,0.157431,978.6000,400.8000,978.6000,400.8000,1379.4000
9413,0.0000,0.0000,0.0000,0.104183,0.104183,0.104183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.104183,0.104183,0.104183,0.0000,0.0000,0.0000,0.0000,0.0000
9415,127.2905,148.0769,275.3674,0.23494,0.23622,0.23622,0.0909218,0.105769,0.105769,21.8153,25.3777,47.1930,0.498428,0.582979,1.08141,43.7682,43.5311,0.23494,0.23622,0.23622,127.2905,148.0769,127.2905,148.0769,275.3674
9417,625.3951,205.8905,831.2855,0.271245,0.239338,0.271245,0.446711,0.147065,0.446711,106.9032,35.1943,142.0975,2.82725,0.821291,3.64854,37.8117,42.8524,0.271245,0.239338,0.271245,625.3951,205.8905,625.3951,205.8905,831.2855
9419,2366.5376,62.4000,2428.9376,0.100822,0.0798875,0.100822,0.591634,0.0156,0.591634,204.1186,5.38212,209.5007,3.97667,0.083083,4.05975,51.3291,64.7801,0.100822,0.0798875,0.100822,2366.5376,62.4000,2366.5376,62.4000,2428.9376
9421,1267.9317,294.6567,1562.5884,0.160349,0.145525,0.160349,0.316983,0.0736642,0.316983,195.6152,45.4593,241.0746,3.38852,0.714664,4.10318,57.7288,63.6094,0.160349,0.145525,0.160349,1267.9317,294.6567,1267.9317,294.6567,1562.5884
9423,0.0000,1.2,1.2,0.289332,0.289362,0.289362,0.0000,0.000857143,0.000857143,0.0000,0.260399,0.260399,0.0000,0.00578724,0.00578724,45.0000,44.9953,0.289332,0.289362,0.289362,0.0000,1.2,0.0000,1.2,1.2
9425,0.0000,,0.0000,0.105468,,0.105468,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105468,,0.105468,0.0000,,0.0000,,0.0000
9426,0.0000,0.0000,0.0000,0.101559,0.101559,0.101559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.101559,0.101559,0.101559,0.0000,0.0000,0.0000,0.0000,0.0000
9428,0.0000,,0.0000,0.10494,,0.10494,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.10494,,0.10494,0.0000,,0.0000,,0.0000
9429,0.0000,,0.0000,0.114335,,0.114335,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.114335,,0.114335,0.0000,,0.0000,,0.0000
9430,0.0000,,0.0000,0.105893,,0.105893,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105893,,0.105893,0.0000,,0.0000,,0.0000
9431,44.4000,,44.4000,0.106719,,0.106719,0.0317143,,0.0317143,3.52572,,3.52572,0.0789723,,0.0789723,44.6450,,0.106719,,0.106719,44.4000,,44.4000,,44.4000
9432,0.0000,,0.0000,0.119003,,0.119003,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.119003,,0.119003,0.0000,,0.0000,,0.0000
9433,21.0000,,21.0000,0.105717,,0.105717,0.015,,0.015,1.65967,,1.65967,0.037001,,0.037001,44.8548,,0.105717,,0.105717,21.0000,,21.0000,,21.0000
9434,0.0000,,0.0000,0.109717,,0.109717,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.109717,,0.109717,0.0000,,0.0000,,0.0000
9435,0.0000,,0.0000,0.113208,,0.113208,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.113208,,0.113208,0.0000,,0.0000,,0.0000
9436,0.0000,,0.0000,0.111461,,0.111461,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.111461,,0.111461,0.0000,,0.0000,,0.0000
9437,0.0000,0.0000,0.0000,0.105363,0.105363,0.105363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105363,0.105363,0.105363,0.0000,0.0000,0.0000,0.0000,0.0000
9439,0.0000,0.0000,0.0000,0.081356,0.081356,0.081356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.081356,0.081356,0.081356,0.0000,0.0000,0.0000,0.0000,0.0000
9441,165.6017,394.8744,560.4761,0.185153,0.197792,0.197792,0.118287,0.282053,0.282053,22.1418,52.7967,74.9385,0.511028,1.30172,1.81275,43.3279,40.5592,0.185153,0.197792,0.197792,165.6017,394.8744,165.6017,394.8744,560.4761
9443,0.0000,0.0000,0.0000,0.0272667,0.0272667,0.0272667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0272667,0.0272667,0.0272667,0.0000,0.0000,0.0000,0.0000,0.0000
9445,0.0000,0.0000,0.0000,0.107441,0.107441,0.107441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.107441,0.107441,0.107441,0.0000,0.0000,0.0000,0.0000,0.0000
9447,0.0000,,0.0000,0.090692,,0.090692,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.090692,,0.090692,0.0000,,0.0000,,0.0000
9448,611.5518,132.6000,744.1518,0.0723683,0.0628716,0.0723683,0.436823,0.0947143,0.436823,28.0091,6.07308,34.0822,0.737616,0.138946,0.876562,37.9724,43.7081,0.0723683,0.0628716,0.0723683,611.5518,132.6000,611.5518,132.6000,744.1518
9450,269.3095,657.7518,927.0613,0.117731,0.132355,0.132355,0.192364,0.469823,0.469823,22.2412,54.3211,76.5623,0.528436,1.45094,1.97938,42.0887,37.4385,0.117731,0.132355,0.132355,269.3095,657.7518,269.3095,657.7518,927.0613
9452,148.5200,205.2228,353.7427,0.182641,0.185478,0.185478,0.106086,0.146588,0.146588,19.6780,27.1908,46.8688,0.452098,0.634404,1.0865,43.5260,42.8604,0.182641,0.185478,0.185478,148.5200,205.2228,148.5200,205.2228,353.7427
9454,0.0000,,0.0000,0.0561707,,0.0561707,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0561707,,0.0561707,0.0000,,0.0000,,0.0000
9455,202.2000,33.7948,235.9948,0.114734,0.109997,0.114734,0.144429,0.0241391,0.144429,16.5861,2.77212,19.3582,0.386654,0.0619557,0.44861,42.8963,44.7436,0.114734,0.109997,0.114734,202.2000,33.7948,202.2000,33.7948,235.9948
9457,33.7948,202.2000,235.9948,0.0963088,0.100456,0.100456,0.0241391,0.144429,0.144429,2.42714,14.5220,16.9491,0.0542456,0.338537,0.392783,44.7436,42.8963,0.0963088,0.100456,0.100456,33.7948,202.2000,33.7948,202.2000,235.9948
9459,611.5518,132.6000,744.1518,0.370899,0.322227,0.370899,0.436823,0.0947143,0.436823,143.5508,31.1255,174.6762,3.78039,0.712121,4.49252,37.9724,43.7081,0.370899,0.322227,0.370899,611.5518,132.6000,611.5518,132.6000,744.1518
9461,0.0000,0.0000,0.0000,0.047144,0.047144,0.047144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.047144,0.047144,0.047144,0.0000,0.0000,0.0000,0.0000,0.0000
9463,77.4000,184.2000,261.6000,0.0958597,0.0985366,0.0985366,0.0552857,0.131571,0.131571,5.47977,13.0410,18.5208,0.123659,0.302507,0.426166,44.3135,43.1097,0.0958597,0.0985366,0.0985366,77.4000,184.2000,77.4000,184.2000,261.6000
9465,184.2000,77.4000,261.6000,0.337065,0.327908,0.337065,0.131571,0.0552857,0.131571,44.6094,18.7447,63.3540,1.03479,0.423001,1.45779,43.1097,44.3135,0.337065,0.327908,0.337065,184.2000,77.4000,184.2000,77.4000,261.6000
9467,7.8,7.2,15.0000,0.0330859,0.033083,0.0330859,0.00557143,0.00514286,0.00557143,0.193362,0.178488,0.37185,0.00430117,0.00396995,0.00827113,44.9556,44.9597,0.0330859,0.033083,0.0330859,7.8,7.2,7.8,7.2,15.0000
9469,7.2,7.8,15.0000,0.0683572,0.0683634,0.0683634,0.00514286,0.00557143,0.00557143,0.368798,0.399532,0.76833,0.00820286,0.00888724,0.0170901,44.9597,44.9557,0.0683572,0.0683634,0.0683634,7.2,7.8,7.2,7.8,15.0000
9471,909.8343,113.4000,1023.2343,0.257003,0.202833,0.257003,0.649882,0.081,0.649882,135.0986,16.8384,151.9370,3.89716,0.383355,4.28052,34.6659,43.9239,0.257003,0.202833,0.257003,909.8343,113.4000,909.8343,113.4000,1023.2343
9473,60.0000,622.5077,682.5077,0.0758236,0.0891411,0.0891411,0.0428571,0.444648,0.444648,3.37356,35.0011,38.3747,0.0758236,0.924851,1.00067,44.4922,37.8452,0.0758236,0.0891411,0.0891411,60.0000,622.5077,60.0000,622.5077,682.5077
9475,661.7605,,661.7605,0.0750214,,0.0750214,0.16544,,0.16544,50.8484,,50.8484,0.827437,,0.827437,61.4528,,0.0750214,,0.0750214,661.7605,,661.7605,,661.7605
9476,722.2454,121.8000,844.0454,0.0575346,0.0544778,0.0575346,0.180561,0.03045,0.180561,42.3048,7.13431,49.4391,0.692568,0.11059,0.803158,61.0840,64.5114,0.0575346,0.0544778,0.0575346,722.2454,121.8000,722.2454,121.8000,844.0454
9478,0.0000,0.0000,0.0000,0.0252822,0.0252822,0.0252822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.0252822,0.0252822,0.0252822,0.0000,0.0000,0.0000,0.0000,0.0000
9480,0.0000,0.0000,0.0000,0.0352191,0.0352191,0.0352191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.0352191,0.0352191,0.0352191,0.0000,0.0000,0.0000,0.0000,0.0000
9481,17.4000,11.4000,28.8000,0.105634,0.105525,0.105634,0.0124286,0.00814286,0.0124286,1.37497,0.900839,2.2758,0.0306337,0.0200498,0.0506835,44.8840,44.9301,0.105634,0.105525,0.105634,17.4000,11.4000,17.4000,11.4000,28.8000
9483,11.4000,17.4000,28.8000,0.0296861,0.0297166,0.0297166,0.00814286,0.0124286,0.0124286,0.253422,0.386802,0.640224,0.00564036,0.00861781,0.0142582,44.9301,44.8840,0.0296861,0.0297166,0.0297166,11.4000,17.4000,11.4000,17.4000,28.8000
9485,0.0000,,0.0000,0.112235,,0.112235,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.112235,,0.112235,0.0000,,0.0000,,0.0000
9486,0.0000,0.0000,0.0000,0.105213,0.105213,0.105213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105213,0.105213,0.105213,0.0000,0.0000,0.0000,0.0000,0.0000
9488,0.0000,,0.0000,0.111629,,0.111629,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.111629,,0.111629,0.0000,,0.0000,,0.0000
9489,0.0000,,0.0000,0.104217,,0.104217,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.104217,,0.104217,0.0000,,0.0000,,0.0000
9490,0.0000,,0.0000,0.105673,,0.105673,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105673,,0.105673,0.0000,,0.0000,,0.0000
9491,0.0000,,0.0000,0.113616,,0.113616,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.113616,,0.113616,0.0000,,0.0000,,0.0000
9492,1230.0490,,1230.0490,0.0821079,,0.0821079,0.307512,,0.307512,97.5638,,97.5638,1.68328,,1.68328,57.9606,,0.0821079,,0.0821079,1230.0490,,1230.0490,,1230.0490
9493,33.7196,,33.7196,0.121629,,0.121629,0.0240854,,0.0240854,3.05847,,3.05847,0.0683545,,0.0683545,44.7443,,0.121629,,0.121629,33.7196,,33.7196,,33.7196
9494,384.0084,,384.0084,0.116395,,0.116395,0.274292,,0.274292,30.3129,,30.3129,0.744944,,0.744944,40.6915,,0.116395,,0.116395,384.0084,,384.0084,,384.0084
9495,33.7196,,33.7196,0.108617,,0.108617,0.0240854,,0.0240854,2.73129,,2.73129,0.0610422,,0.0610422,44.7443,,0.108617,,0.108617,33.7196,,33.7196,,33.7196
9496,59.8804,,59.8804,0.106464,,0.106464,0.0427717,,0.0427717,4.7275,,4.7275,0.106252,,0.106252,44.4934,,0.106464,,0.106464,59.8804,,59.8804,,59.8804
9497,72.6000,,72.6000,0.11065,,0.11065,0.0518571,,0.0518571,5.9397,,5.9397,0.133887,,0.133887,44.3635,,0.11065,,0.11065,72.6000,,72.6000,,72.6000
9498,0.0000,,0.0000,0.105616,,0.105616,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105616,,0.105616,0.0000,,0.0000,,0.0000
9499,0.0000,,0.0000,0.105616,,0.105616,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105616,,0.105616,0.0000,,0.0000,,0.0000
9500,72.6000,,72.6000,0.11553,,0.11553,0.0518571,,0.0518571,6.20164,,6.20164,0.139791,,0.139791,44.3635,,0.11553,,0.11553,72.6000,,72.6000,,72.6000
9501,15.6000,0.0000,15.6000,0.0250286,0.024972,0.0250286,0.0111429,0.0000,0.0111429,0.292172,0.0000,0.292172,0.00650744,0.0000,0.00650744,44.8982,45.0000,0.0250286,0.024972,0.0250286,15.6000,0.0000,15.6000,0.0000,15.6000
9503,0.0000,15.6000,15.6000,0.225237,0.225748,0.225748,0.0000,0.0111429,0.0111429,0.0000,2.63528,2.63528,0.0000,0.0586944,0.0586944,45.0000,44.8982,0.225237,0.225748,0.225748,0.0000,15.6000,0.0000,15.6000,15.6000
9505,0.0000,,0.0000,0.109396,,0.109396,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.109396,,0.109396,0.0000,,0.0000,,0.0000
9506,0.0000,15.6000,15.6000,0.0732427,0.0734087,0.0734087,0.0000,0.0111429,0.0111429,0.0000,0.856939,0.856939,0.0000,0.0190863,0.0190863,45.0000,44.8982,0.0732427,0.0734087,0.0734087,0.0000,15.6000,0.0000,15.6000,15.6000
9508,0.0000,15.6000,15.6000,0.12864,0.128932,0.128932,0.0000,0.0111429,0.0111429,0.0000,1.50509,1.50509,0.0000,0.0335222,0.0335222,45.0000,44.8982,0.12864,0.128932,0.128932,0.0000,15.6000,0.0000,15.6000,15.6000
9510,785.6856,0.0000,785.6856,0.143688,0.114952,0.143688,0.561204,0.0000,0.561204,67.7371,0.0000,67.7371,1.88156,0.0000,1.88156,36.0004,45.0000,0.143688,0.114952,0.143688,785.6856,0.0000,785.6856,0.0000,785.6856
9512,211.0282,,211.0282,0.216353,,0.216353,0.150734,,0.150734,32.5617,,32.5617,0.760945,,0.760945,42.7911,,0.216353,,0.216353,211.0282,,211.0282,,211.0282
9513,12.0000,49.1712,61.1712,0.199906,0.20137,0.20137,0.00857143,0.0351223,0.0351223,1.79618,7.36004,9.15622,0.0399812,0.165026,0.205008,44.9257,44.5991,0.199906,0.20137,0.20137,12.0000,49.1712,12.0000,49.1712,61.1712
9515,49.1712,12.0000,61.1712,0.133371,0.132401,0.133371,0.0351223,0.00857143,0.0351223,4.87468,1.18964,6.06433,0.1093,0.0264803,0.13578,44.5991,44.9257,0.133371,0.132401,0.133371,49.1712,12.0000,49.1712,12.0000,61.1712
9517,15.6000,0.0000,15.6000,0.144603,0.144276,0.144603,0.0111429,0.0000,0.0111429,1.68803,0.0000,1.68803,0.0375968,0.0000,0.0375968,44.8982,45.0000,0.144603,0.144276,0.144603,15.6000,0.0000,15.6000,0.0000,15.6000
9519,27.6000,10.2000,37.8000,0.106163,0.105832,0.106163,0.0197143,0.00728571,0.0197143,2.18774,0.808513,2.99625,0.048835,0.0179914,0.0668264,44.7986,44.9388,0.106163,0.105832,0.106163,27.6000,10.2000,27.6000,10.2000,37.8000
9521,0.0000,0.0000,0.0000,0.0311413,0.0311413,0.0311413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0311413,0.0311413,0.0311413,0.0000,0.0000,0.0000,0.0000,0.0000
9523,0.0000,0.0000,0.0000,0.100197,0.100197,0.100197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.100197,0.100197,0.100197,0.0000,0.0000,0.0000,0.0000,0.0000
9525,0.0000,0.0000,0.0000,0.372587,0.372587,0.372587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.372587,0.372587,0.372587,0.0000,0.0000,0.0000,0.0000,0.0000
9527,0.0000,,0.0000,0.542571,,0.542571,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.542571,,0.542571,0.0000,,0.0000,,0.0000
9528,0.0000,0.0000,0.0000,0.481427,0.481427,0.481427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.481427,0.481427,0.481427,0.0000,0.0000,0.0000,0.0000,0.0000
9530,0.0000,0.0000,0.0000,0.301249,0.301249,0.301249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.301249,0.301249,0.301249,0.0000,0.0000,0.0000,0.0000,0.0000
9532,0.0000,110.4000,110.4000,0.096976,0.0992766,0.0992766,0.0000,0.0788571,0.0788571,0.0000,8.02961,8.02961,0.0000,0.182669,0.182669,45.0000,43.9572,0.096976,0.0992766,0.0992766,0.0000,110.4000,0.0000,110.4000,110.4000
9534,0.0000,0.0000,0.0000,0.0976867,0.0976867,0.0976867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0976867,0.0976867,0.0976867,0.0000,0.0000,0.0000,0.0000,0.0000
9536,0.0000,0.0000,0.0000,0.101872,0.101872,0.101872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.101872,0.101872,0.101872,0.0000,0.0000,0.0000,0.0000,0.0000
9538,0.0000,0.0000,0.0000,0.104956,0.104956,0.104956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.104956,0.104956,0.104956,0.0000,0.0000,0.0000,0.0000,0.0000
9540,335.1884,99.3412,434.5296,0.021463,0.021053,0.021463,0.0837971,0.0248353,0.0837971,7.59973,2.25236,9.85209,0.119902,0.0348572,0.15476,63.3826,64.6168,0.021463,0.021053,0.021463,335.1884,99.3412,335.1884,99.3412,434.5296
9542,0.0000,0.0000,0.0000,0.187444,0.187444,0.187444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.187444,0.187444,0.187444,0.0000,0.0000,0.0000,0.0000,0.0000
9544,99.3412,335.1884,434.5296,0.061198,0.0623897,0.0623897,0.0248353,0.0837971,0.0837971,6.54728,22.0913,28.6385,0.101325,0.348538,0.449863,64.6168,63.3826,0.061198,0.0623897,0.0623897,99.3412,335.1884,99.3412,335.1884,434.5296
9546,110.4000,669.6497,780.0497,0.139485,0.146664,0.146664,0.0276,0.167412,0.167412,16.5708,100.5131,117.0839,0.256652,1.63689,1.89354,64.5654,61.4048,0.139485,0.146664,0.146664,110.4000,669.6497,110.4000,669.6497,780.0497
9548,661.8497,95.4000,757.2497,0.0472776,0.0449497,0.0472776,0.165462,0.02385,0.165462,32.0481,4.61946,36.6675,0.521512,0.0714701,0.592982,61.4523,64.6349,0.0472776,0.0449497,0.0472776,661.8497,95.4000,661.8497,95.4000,757.2497
9550,0.0000,0.0000,0.0000,0.0325733,0.0325733,0.0325733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.0325733,0.0325733,0.0325733,0.0000,0.0000,0.0000,0.0000,0.0000
9552,3350.3260,975.0839,4325.4099,1.01622,0.790213,1.01622,0.837582,0.243771,0.837582,2626.6825,764.4736,3391.1561,56.7447,12.8421,69.5867,46.2895,59.5289,1.01622,0.790213,1.01622,3350.3260,975.0839,3350.3260,975.0839,4325.4099
9554,0.063509,0.0000,0.063509,0.628794,0.628792,0.628794,4.53636e-05,0.0000,4.53636e-05,0.0299505,0.0000,0.0299505,0.000665568,0.0000,0.000665568,44.9999,45.0000,0.628794,0.628792,0.628794,0.063509,0.0000,0.063509,0.0000,0.063509
9556,335.1884,99.3412,434.5296,0.0775405,0.0760594,0.0775405,0.0837971,0.0248353,0.0837971,27.4560,8.13724,35.5932,0.433178,0.125931,0.559109,63.3826,64.6168,0.0775405,0.0760594,0.0775405,335.1884,99.3412,335.1884,99.3412,434.5296
9558,0.6,11.4000,12.0000,0.11025,0.110417,0.110417,0.000428571,0.00814286,0.00814286,0.0496104,0.942598,0.992208,0.0011025,0.0209792,0.0220817,44.9980,44.9301,0.11025,0.110417,0.110417,0.6,11.4000,0.6,11.4000,12.0000
9560,4.8,2.4,7.2,0.099344,0.0993131,0.099344,0.00342857,0.00171429,0.00342857,0.357442,0.178721,0.536162,0.00794752,0.00397253,0.01192,44.9752,44.9892,0.099344,0.0993131,0.099344,4.8,2.4,4.8,2.4,7.2
9562,6.6,19.8000,26.4000,0.0217055,0.0217534,0.0217534,0.00471429,0.0141429,0.0141429,0.107356,0.322067,0.429422,0.00238761,0.00717863,0.00956624,44.9637,44.8646,0.0217055,0.0217534,0.0217534,6.6,19.8000,6.6,19.8000,26.4000
9564,0.0000,,0.0000,0.185631,,0.185631,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.185631,,0.185631,0.0000,,0.0000,,0.0000
9565,1186.4381,,1186.4381,0.206915,,0.206915,0.29661,,0.29661,238.2415,,238.2415,4.09154,,4.09154,58.2279,,0.206915,,0.206915,1186.4381,,1186.4381,,1186.4381
9566,0.0000,0.0000,0.0000,0.222281,0.222281,0.222281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.222281,0.222281,0.222281,0.0000,0.0000,0.0000,0.0000,0.0000
9568,375.6976,,375.6976,0.222794,,0.222794,0.0939244,,0.0939244,88.1003,,88.1003,1.39505,,1.39505,63.1520,,0.222794,,0.222794,375.6976,,375.6976,,375.6976
9569,1252.8588,2139.7212,3392.5799,0.16868,0.185463,0.185463,0.313215,0.53493,0.53493,203.6572,347.8202,551.4774,3.5222,6.61398,10.1362,57.8210,52.5887,0.16868,0.185463,0.185463,1252.8588,2139.7212,1252.8588,2139.7212,3392.5799
9571,2.4,274.2000,276.6000,0.569726,0.609848,0.609848,0.00171429,0.195857,0.195857,1.02526,117.1360,118.1613,0.022789,2.78701,2.80979,44.9892,42.0294,0.569726,0.609848,0.609848,2.4,274.2000,2.4,274.2000,276.6000
9573,1468.8140,1869.7212,3338.5352,0.421461,0.439955,0.439955,0.367204,0.46743,0.46743,583.0266,742.1615,1325.1882,10.3175,13.7099,24.0273,56.5087,54.1334,0.421461,0.439955,0.439955,1468.8140,1869.7212,1468.8140,1869.7212,3338.5352
9575,1072.9212,1031.6969,2104.6181,0.131641,0.131076,0.131641,0.26823,0.257924,0.26823,138.7115,133.3819,272.0934,2.354,2.25384,4.60784,58.9259,59.1798,0.131641,0.131076,0.131641,1072.9212,1031.6969,1072.9212,1031.6969,2104.6181
9577,1031.6969,1072.9212,2104.6181,0.371312,0.372912,0.372912,0.257924,0.26823,0.26823,377.8445,392.9424,770.7869,6.38468,6.66842,13.0531,59.1799,58.9259,0.371312,0.372912,0.372912,1031.6969,1072.9212,1031.6969,1072.9212,2104.6181
9579,1081.9212,950.0969,2032.0181,0.0827234,0.0815972,0.0827234,0.27048,0.237524,0.27048,87.8152,77.1156,164.9308,1.49167,1.29209,2.78376,58.8704,59.6830,0.0827234,0.0815972,0.0827234,1081.9212,950.0969,1081.9212,950.0969,2032.0181
9581,0.0000,,0.0000,0.0630107,,0.0630107,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0630107,,0.0630107,0.0000,,0.0000,,0.0000
9582,1029.2969,1150.3212,2179.6181,0.221546,0.224369,0.224369,0.257324,0.28758,0.28758,224.9755,251.4280,476.4035,3.80061,4.30162,8.10222,59.1946,58.4497,0.221546,0.224369,0.224369,1029.2969,1150.3212,1029.2969,1150.3212,2179.6181
9584,0.0000,0.0000,0.0000,0.453847,0.453847,0.453847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.453847,0.453847,0.453847,0.0000,0.0000,0.0000,0.0000,0.0000
